ID,headline,order,recalled,accuracy,Weightvar,accuracy_bool,recalled_bool,is_fake
1144196792,G,2,yes,not at all accurate,1.702033647,FALSE,TRUE,FALSE
1147028610,B,4,yes,very accurate,0.777038168,TRUE,TRUE,TRUE
1147028610,I,1,yes,very accurate,0.777038168,TRUE,TRUE,FALSE
1057127294,K,4,yes,somewhat accurate,0.91051971,TRUE,TRUE,FALSE
1136667606,D,4,yes,not at all accurate,0.650133857,FALSE,TRUE,TRUE
1136667606,H,2,yes,very accurate,0.650133857,TRUE,TRUE,FALSE
1141628115,E,6,yes,very accurate,1.273979362,TRUE,TRUE,TRUE
1141628115,F,1,yes,very accurate,1.273979362,TRUE,TRUE,FALSE
1141628115,K,3,yes,somewhat accurate,1.273979362,TRUE,TRUE,FALSE
1147221626,A,1,yes,not very accurate,2.272505586,FALSE,TRUE,TRUE
1094316318,C,5,yes,somewhat accurate,0.782696237,TRUE,TRUE,TRUE
1094316318,G,2,yes,not very accurate,0.782696237,FALSE,TRUE,FALSE
1094316318,H,3,yes,somewhat accurate,0.782696237,TRUE,TRUE,FALSE
C1439784134,C,2,yes,not very accurate,0.773936143,FALSE,TRUE,TRUE
C1439784134,H,6,yes,very accurate,0.773936143,TRUE,TRUE,FALSE
C1439779918,G,2,yes,very accurate,1.284129235,TRUE,TRUE,FALSE
C1439779918,H,5,yes,very accurate,1.284129235,TRUE,TRUE,FALSE
1147246454,C,3,yes,very accurate,0.697926435,TRUE,TRUE,TRUE
1147246454,K,6,yes,very accurate,0.697926435,TRUE,TRUE,FALSE
1143886977,H,1,yes,not very accurate,1.420394861,FALSE,TRUE,FALSE
1142221058,A,6,yes,not at all accurate,0.963656966,FALSE,TRUE,TRUE
1142221058,C,3,yes,not at all accurate,0.963656966,FALSE,TRUE,TRUE
1142221058,F,5,yes,not at all accurate,0.963656966,FALSE,TRUE,FALSE
1142221058,J,4,yes,not at all accurate,0.963656966,FALSE,TRUE,FALSE
1138033919,C,1,yes,somewhat accurate,2.818286061,TRUE,TRUE,TRUE
1138033919,G,2,yes,somewhat accurate,2.818286061,TRUE,TRUE,FALSE
1138033919,H,5,yes,somewhat accurate,2.818286061,TRUE,TRUE,FALSE
1145686865,C,6,yes,not very accurate,0.765693398,FALSE,TRUE,TRUE
1100528502,C,2,yes,not very accurate,1.255379242,FALSE,TRUE,TRUE
1100528502,D,4,yes,somewhat accurate,1.255379242,TRUE,TRUE,TRUE
1100528502,H,1,yes,not at all accurate,1.255379242,FALSE,TRUE,FALSE
1100528502,K,5,yes,not very accurate,1.255379242,FALSE,TRUE,FALSE
1138616321,E,1,yes,somewhat accurate,0.732946304,TRUE,TRUE,TRUE
1138616321,G,5,yes,very accurate,0.732946304,TRUE,TRUE,FALSE
1138616321,K,6,yes,very accurate,0.732946304,TRUE,TRUE,FALSE
1101715668,D,3,yes,not at all accurate,0.756146758,FALSE,TRUE,TRUE
1101715668,F,6,yes,very accurate,0.756146758,TRUE,TRUE,FALSE
1101715668,H,4,yes,somewhat accurate,0.756146758,TRUE,TRUE,FALSE
1101707063,A,1,yes,not at all accurate,0.745208663,FALSE,TRUE,TRUE
1101707063,D,5,yes,not at all accurate,0.745208663,FALSE,TRUE,TRUE
1101707063,F,4,yes,not at all accurate,0.745208663,FALSE,TRUE,FALSE
1101707063,K,2,yes,somewhat accurate,0.745208663,TRUE,TRUE,FALSE
1140997809,A,6,yes,very accurate,2.119822463,TRUE,TRUE,TRUE
1140997809,F,2,yes,very accurate,2.119822463,TRUE,TRUE,FALSE
1140997809,G,3,yes,somewhat accurate,2.119822463,TRUE,TRUE,FALSE
1140997809,I,4,yes,somewhat accurate,2.119822463,TRUE,TRUE,FALSE
C1439786915,D,6,yes,not very accurate,0.72122244,FALSE,TRUE,TRUE
1133072614,K,1,yes,somewhat accurate,0.53574382,TRUE,TRUE,FALSE
1145679733,B,4,yes,somewhat accurate,1.376965208,TRUE,TRUE,TRUE
1132605749,D,1,yes,not very accurate,1.239727215,FALSE,TRUE,TRUE
1132605749,K,4,yes,somewhat accurate,1.239727215,TRUE,TRUE,FALSE
C1439787365,E,5,yes,somewhat accurate,0.630291416,TRUE,TRUE,TRUE
C1439787365,H,6,yes,somewhat accurate,0.630291416,TRUE,TRUE,FALSE
C1439787365,K,2,yes,very accurate,0.630291416,TRUE,TRUE,FALSE
1113215981,K,4,yes,somewhat accurate,0.730594155,TRUE,TRUE,FALSE
1147335622,K,5,yes,somewhat accurate,1.551744152,TRUE,TRUE,FALSE
1084466874,K,2,yes,very accurate,0.976178925,TRUE,TRUE,FALSE
1142277565,A,6,yes,very accurate,0.856062529,TRUE,TRUE,TRUE
1142277565,B,3,yes,very accurate,0.856062529,TRUE,TRUE,TRUE
1142277565,E,4,yes,very accurate,0.856062529,TRUE,TRUE,TRUE
1142277565,F,1,yes,very accurate,0.856062529,TRUE,TRUE,FALSE
1142277565,H,2,yes,very accurate,0.856062529,TRUE,TRUE,FALSE
1142277565,K,5,yes,very accurate,0.856062529,TRUE,TRUE,FALSE
1092612045,K,2,yes,somewhat accurate,1.134944394,TRUE,TRUE,FALSE
1100603898,K,3,yes,somewhat accurate,0.647538449,TRUE,TRUE,FALSE
1146480778,I,5,yes,not very accurate,0.579052238,FALSE,TRUE,FALSE
1139397766,B,4,yes,very accurate,0.762636663,TRUE,TRUE,TRUE
1139397766,G,2,yes,not at all accurate,0.762636663,FALSE,TRUE,FALSE
1139397766,H,6,yes,somewhat accurate,0.762636663,TRUE,TRUE,FALSE
1102485045,K,3,yes,somewhat accurate,1.255379242,TRUE,TRUE,FALSE
1142142128,F,3,yes,not at all accurate,0.640154273,FALSE,TRUE,FALSE
1142142128,J,1,yes,very accurate,0.640154273,TRUE,TRUE,FALSE
1142142128,K,4,yes,very accurate,0.640154273,TRUE,TRUE,FALSE
1146626242,K,5,yes,somewhat accurate,0.745208663,TRUE,TRUE,FALSE
1146757539,A,1,yes,not at all accurate,0.697926435,FALSE,TRUE,TRUE
1144210856,G,2,yes,not very accurate,0.633194585,FALSE,TRUE,FALSE
1144210856,K,6,yes,very accurate,0.633194585,TRUE,TRUE,FALSE
1101025112,G,6,yes,somewhat accurate,0.738032473,TRUE,TRUE,FALSE
1036270571,C,3,yes,very accurate,1.206505825,TRUE,TRUE,TRUE
1036270571,D,2,yes,somewhat accurate,1.206505825,TRUE,TRUE,TRUE
1036270571,H,4,yes,very accurate,1.206505825,TRUE,TRUE,FALSE
1144571317,B,2,yes,somewhat accurate,1.498810114,TRUE,TRUE,TRUE
1144571317,J,6,yes,somewhat accurate,1.498810114,TRUE,TRUE,FALSE
1143417315,D,3,yes,somewhat accurate,0.903452271,TRUE,TRUE,TRUE
1124334895,A,4,yes,somewhat accurate,0.735884037,TRUE,TRUE,TRUE
1124334895,C,5,yes,somewhat accurate,0.735884037,TRUE,TRUE,TRUE
1124334895,H,2,yes,very accurate,0.735884037,TRUE,TRUE,FALSE
1031125564,D,2,yes,somewhat accurate,1.206505825,TRUE,TRUE,TRUE
1031125564,I,3,yes,somewhat accurate,1.206505825,TRUE,TRUE,FALSE
1146022703,D,6,yes,not very accurate,0.655952698,FALSE,TRUE,TRUE
1146323291,F,3,yes,not very accurate,0.719067397,FALSE,TRUE,FALSE
1146323291,H,4,yes,not very accurate,0.719067397,FALSE,TRUE,FALSE
1146323291,I,6,yes,somewhat accurate,0.719067397,TRUE,TRUE,FALSE
1147014884,I,1,yes,not very accurate,1.718957075,FALSE,TRUE,FALSE
1059176043,C,1,yes,very accurate,0.779571625,TRUE,TRUE,TRUE
1059176043,H,3,yes,very accurate,0.779571625,TRUE,TRUE,FALSE
1059176043,I,4,yes,very accurate,0.779571625,TRUE,TRUE,FALSE
1131060541,G,3,yes,somewhat accurate,0.642720085,TRUE,TRUE,FALSE
1131060541,K,6,yes,very accurate,0.642720085,TRUE,TRUE,FALSE
1101450169,G,1,yes,very accurate,0.68947309,TRUE,TRUE,FALSE
1145151097,B,1,yes,somewhat accurate,1.273979362,TRUE,TRUE,TRUE
1145151097,I,4,yes,very accurate,1.273979362,TRUE,TRUE,FALSE
1145732878,B,6,yes,very accurate,0.691903015,TRUE,TRUE,TRUE
1145732878,C,3,yes,somewhat accurate,0.691903015,TRUE,TRUE,TRUE
1145732878,K,1,yes,somewhat accurate,0.691903015,TRUE,TRUE,FALSE
1144741978,F,1,yes,very accurate,0.681977213,TRUE,TRUE,FALSE
1144741978,K,3,yes,very accurate,0.681977213,TRUE,TRUE,FALSE
1145853108,B,4,yes,not at all accurate,0.640154273,FALSE,TRUE,TRUE
1145853108,E,2,yes,not very accurate,0.640154273,FALSE,TRUE,TRUE
1145853108,H,6,yes,not at all accurate,0.640154273,FALSE,TRUE,FALSE
1145853108,I,5,yes,not at all accurate,0.640154273,FALSE,TRUE,FALSE
1100916952,I,3,yes,very accurate,0.630970841,TRUE,TRUE,FALSE
1100916952,K,4,yes,very accurate,0.630970841,TRUE,TRUE,FALSE
1146864695,K,4,yes,somewhat accurate,1.255379242,TRUE,TRUE,FALSE
1100685449,H,1,yes,not very accurate,0.976178925,FALSE,TRUE,FALSE
1096272322,C,5,yes,somewhat accurate,0.742324017,TRUE,TRUE,TRUE
1096272322,I,1,yes,very accurate,0.742324017,TRUE,TRUE,FALSE
1096272322,K,3,yes,very accurate,0.742324017,TRUE,TRUE,FALSE
1141656723,K,2,yes,somewhat accurate,0.836499534,TRUE,TRUE,FALSE
1141891511,E,5,yes,somewhat accurate,0.862003044,TRUE,TRUE,TRUE
1141891511,F,1,yes,somewhat accurate,0.862003044,TRUE,TRUE,FALSE
1141891511,K,2,yes,very accurate,0.862003044,TRUE,TRUE,FALSE
1146931757,F,4,yes,very accurate,1.948518622,TRUE,TRUE,FALSE
1023524456,A,3,yes,very accurate,0.779571625,TRUE,TRUE,TRUE
1023524456,C,6,yes,not very accurate,0.779571625,FALSE,TRUE,TRUE
1023524456,D,5,yes,not very accurate,0.779571625,FALSE,TRUE,TRUE
1023524456,F,1,yes,very accurate,0.779571625,TRUE,TRUE,FALSE
1023524456,H,2,yes,very accurate,0.779571625,TRUE,TRUE,FALSE
1138006560,F,1,yes,not very accurate,0.956643893,FALSE,TRUE,FALSE
1138006560,K,3,yes,not very accurate,0.956643893,FALSE,TRUE,FALSE
1105527528,F,6,yes,very accurate,1.651407487,TRUE,TRUE,FALSE
1093443194,D,5,yes,very accurate,0.640154273,TRUE,TRUE,TRUE
1093443194,F,4,yes,not at all accurate,0.640154273,FALSE,TRUE,FALSE
1093443194,H,3,yes,very accurate,0.640154273,TRUE,TRUE,FALSE
1093443194,K,1,yes,very accurate,0.640154273,TRUE,TRUE,FALSE
1051061420,G,4,yes,somewhat accurate,0.811150692,TRUE,TRUE,FALSE
1051061420,K,3,yes,very accurate,0.811150692,TRUE,TRUE,FALSE
1141694411,D,1,yes,somewhat accurate,2.325652078,TRUE,TRUE,TRUE
1141694411,H,4,yes,somewhat accurate,2.325652078,TRUE,TRUE,FALSE
1067426972,K,3,yes,somewhat accurate,1.91596266,TRUE,TRUE,FALSE
1144218999,E,2,yes,very accurate,0.689224711,TRUE,TRUE,TRUE
1144218999,H,5,yes,very accurate,0.689224711,TRUE,TRUE,FALSE
1144218999,I,3,yes,not at all accurate,0.689224711,FALSE,TRUE,FALSE
1100860680,D,2,yes,somewhat accurate,1.09075965,TRUE,TRUE,TRUE
1100860680,H,1,yes,very accurate,1.09075965,TRUE,TRUE,FALSE
1100860680,K,5,yes,somewhat accurate,1.09075965,TRUE,TRUE,FALSE
1090470832,G,1,yes,somewhat accurate,1.749447403,TRUE,TRUE,FALSE
1100797869,G,1,yes,very accurate,0.742324017,TRUE,TRUE,FALSE
1100797869,H,5,yes,somewhat accurate,0.742324017,TRUE,TRUE,FALSE
1023868615,H,6,yes,very accurate,0.710922453,TRUE,TRUE,FALSE
1023868615,K,2,yes,not very accurate,0.710922453,FALSE,TRUE,FALSE
1100638515,A,3,yes,somewhat accurate,0.662631077,TRUE,TRUE,TRUE
1100638515,C,1,yes,not very accurate,0.662631077,FALSE,TRUE,TRUE
1100638515,D,2,yes,not at all accurate,0.662631077,FALSE,TRUE,TRUE
1100638515,H,5,yes,somewhat accurate,0.662631077,TRUE,TRUE,FALSE
1100638515,I,4,yes,somewhat accurate,0.662631077,TRUE,TRUE,FALSE
1100638515,K,6,yes,somewhat accurate,0.662631077,TRUE,TRUE,FALSE
1042937815,F,4,yes,somewhat accurate,1.053760494,TRUE,TRUE,FALSE
1146838618,H,1,yes,somewhat accurate,0.647538449,TRUE,TRUE,FALSE
1146838618,I,4,yes,not at all accurate,0.647538449,FALSE,TRUE,FALSE
1145855111,D,4,yes,very accurate,0.942676876,TRUE,TRUE,TRUE
1145855111,I,5,yes,very accurate,0.942676876,TRUE,TRUE,FALSE
1145855111,K,2,yes,very accurate,0.942676876,TRUE,TRUE,FALSE
1145455702,I,4,yes,very accurate,0.788657937,TRUE,TRUE,FALSE
1135943646,A,4,yes,very accurate,0.856062529,TRUE,TRUE,TRUE
1135943646,I,3,yes,not very accurate,0.856062529,FALSE,TRUE,FALSE
1135943646,K,6,yes,very accurate,0.856062529,TRUE,TRUE,FALSE
1146312390,D,4,yes,not at all accurate,0.765693398,FALSE,TRUE,TRUE
1146312390,F,6,yes,somewhat accurate,0.765693398,TRUE,TRUE,FALSE
1146312390,K,3,yes,somewhat accurate,0.765693398,TRUE,TRUE,FALSE
1138026483,D,4,yes,very accurate,0.830006638,TRUE,TRUE,TRUE
1138026483,K,6,yes,very accurate,0.830006638,TRUE,TRUE,FALSE
1081885797,K,2,yes,not very accurate,0.868279792,FALSE,TRUE,FALSE
1131046860,C,2,yes,somewhat accurate,0.708267148,TRUE,TRUE,TRUE
1131046860,I,4,yes,very accurate,0.708267148,TRUE,TRUE,FALSE
1145457883,B,2,yes,somewhat accurate,0.708267148,TRUE,TRUE,TRUE
1145457883,C,3,yes,very accurate,0.708267148,TRUE,TRUE,TRUE
1145457883,D,6,yes,very accurate,0.708267148,TRUE,TRUE,TRUE
1145457883,J,5,yes,somewhat accurate,0.708267148,TRUE,TRUE,FALSE
1106501778,F,6,yes,very accurate,0.767928863,TRUE,TRUE,FALSE
1106137920,H,6,yes,not very accurate,0.779571625,FALSE,TRUE,FALSE
1106137920,J,2,yes,somewhat accurate,0.779571625,TRUE,TRUE,FALSE
1146066633,D,3,yes,somewhat accurate,0.83985232,TRUE,TRUE,TRUE
1146066633,G,6,yes,not very accurate,0.83985232,FALSE,TRUE,FALSE
1146066633,K,5,yes,very accurate,0.83985232,TRUE,TRUE,FALSE
1146056610,B,2,yes,very accurate,0.710922453,TRUE,TRUE,TRUE
1146056610,C,3,yes,very accurate,0.710922453,TRUE,TRUE,TRUE
1146056610,F,6,yes,somewhat accurate,0.710922453,TRUE,TRUE,FALSE
1146056610,I,5,yes,very accurate,0.710922453,TRUE,TRUE,FALSE
1146056610,K,4,yes,very accurate,0.710922453,TRUE,TRUE,FALSE
1146524979,A,2,yes,very accurate,1.700936205,TRUE,TRUE,TRUE
1146524979,I,6,yes,very accurate,1.700936205,TRUE,TRUE,FALSE
1146524979,K,1,yes,very accurate,1.700936205,TRUE,TRUE,FALSE
1136868407,K,5,yes,not very accurate,1.359638293,FALSE,TRUE,FALSE
1143426269,A,3,yes,very accurate,0.783425055,TRUE,TRUE,TRUE
1143426269,D,4,yes,somewhat accurate,0.783425055,TRUE,TRUE,TRUE
1143426269,H,5,yes,somewhat accurate,0.783425055,TRUE,TRUE,FALSE
1143426269,J,1,yes,very accurate,0.783425055,TRUE,TRUE,FALSE
1144324537,A,4,yes,somewhat accurate,2.52099165,TRUE,TRUE,TRUE
1144324537,D,2,yes,somewhat accurate,2.52099165,TRUE,TRUE,TRUE
1144324537,E,6,yes,somewhat accurate,2.52099165,TRUE,TRUE,TRUE
1144324537,F,3,yes,somewhat accurate,2.52099165,TRUE,TRUE,FALSE
1144324537,G,1,yes,somewhat accurate,2.52099165,TRUE,TRUE,FALSE
1144324537,K,5,yes,somewhat accurate,2.52099165,TRUE,TRUE,FALSE
1146572860,A,1,yes,somewhat accurate,0.782696237,TRUE,TRUE,TRUE
1147280058,K,6,yes,very accurate,0.782696237,TRUE,TRUE,FALSE
1142520454,E,3,yes,very accurate,0.633194585,TRUE,TRUE,TRUE
1142520454,K,4,yes,very accurate,0.633194585,TRUE,TRUE,FALSE
1076371049,B,1,yes,somewhat accurate,0.735884037,TRUE,TRUE,TRUE
1141195754,H,1,yes,very accurate,0.712998013,TRUE,TRUE,FALSE
1141195754,K,6,yes,very accurate,0.712998013,TRUE,TRUE,FALSE
1052258496,H,2,yes,somewhat accurate,0.640154273,TRUE,TRUE,FALSE
1144536587,H,2,yes,somewhat accurate,0.814401877,TRUE,TRUE,FALSE
1024408638,A,3,yes,not very accurate,0.762636663,FALSE,TRUE,TRUE
1024408638,H,6,yes,somewhat accurate,0.762636663,TRUE,TRUE,FALSE
1146045775,B,4,yes,very accurate,2.071379651,TRUE,TRUE,TRUE
1146045775,C,2,yes,somewhat accurate,2.071379651,TRUE,TRUE,TRUE
1146045775,D,1,yes,very accurate,2.071379651,TRUE,TRUE,TRUE
1146045775,I,3,yes,somewhat accurate,2.071379651,TRUE,TRUE,FALSE
1146467414,F,5,yes,somewhat accurate,0.681977213,TRUE,TRUE,FALSE
1100589868,D,6,yes,not at all accurate,0.689224711,FALSE,TRUE,TRUE
1100589868,F,4,yes,very accurate,0.689224711,TRUE,TRUE,FALSE
1100589868,I,2,yes,somewhat accurate,0.689224711,TRUE,TRUE,FALSE
1100589868,K,5,yes,not at all accurate,0.689224711,FALSE,TRUE,FALSE
1146856258,G,3,yes,very accurate,0.694676242,TRUE,TRUE,FALSE
1106798743,K,6,yes,very accurate,0.748195545,TRUE,TRUE,FALSE
1145594751,B,6,yes,somewhat accurate,0.708267148,TRUE,TRUE,TRUE
1146203782,K,5,yes,not very accurate,0.732946304,FALSE,TRUE,FALSE
1145562879,F,5,yes,not very accurate,0.630970841,FALSE,TRUE,FALSE
1145562879,K,1,yes,somewhat accurate,0.630970841,TRUE,TRUE,FALSE
1051203215,C,3,yes,somewhat accurate,0.814401877,TRUE,TRUE,TRUE
1051203215,K,4,yes,very accurate,0.814401877,TRUE,TRUE,FALSE
1082717208,F,5,yes,somewhat accurate,1.206505825,TRUE,TRUE,FALSE
1143766053,A,1,yes,not at all accurate,0.868279792,FALSE,TRUE,TRUE
1143766053,G,3,yes,very accurate,0.868279792,TRUE,TRUE,FALSE
1143766053,K,4,yes,very accurate,0.868279792,TRUE,TRUE,FALSE
1100591502,C,2,yes,very accurate,0.765693398,TRUE,TRUE,TRUE
1039926831,B,4,yes,somewhat accurate,0.765693398,TRUE,TRUE,TRUE
1100798792,D,1,yes,very accurate,1.178934396,TRUE,TRUE,TRUE
1100798792,I,2,yes,very accurate,1.178934396,TRUE,TRUE,FALSE
1100798792,K,4,yes,very accurate,1.178934396,TRUE,TRUE,FALSE
1138360237,E,1,yes,somewhat accurate,0.585836758,TRUE,TRUE,TRUE
1100824400,D,4,yes,somewhat accurate,0.60640639,TRUE,TRUE,TRUE
1100824400,I,3,yes,very accurate,0.60640639,TRUE,TRUE,FALSE
1100824400,K,2,yes,somewhat accurate,0.60640639,TRUE,TRUE,FALSE
1035329676,D,6,yes,not very accurate,0.779571625,FALSE,TRUE,TRUE
1035329676,F,1,yes,very accurate,0.779571625,TRUE,TRUE,FALSE
1137991809,F,2,yes,somewhat accurate,0.691903015,TRUE,TRUE,FALSE
1137991809,H,5,yes,somewhat accurate,0.691903015,TRUE,TRUE,FALSE
1142402217,A,5,yes,not very accurate,3.81298226,FALSE,TRUE,TRUE
1142402217,F,2,yes,somewhat accurate,3.81298226,TRUE,TRUE,FALSE
1142402217,G,3,yes,very accurate,3.81298226,TRUE,TRUE,FALSE
1129947823,K,2,yes,somewhat accurate,1.498810114,TRUE,TRUE,FALSE
1119915085,A,1,yes,not at all accurate,0.710922453,FALSE,TRUE,TRUE
1119915085,C,3,yes,somewhat accurate,0.710922453,TRUE,TRUE,TRUE
1107138315,K,4,yes,somewhat accurate,0.670755324,TRUE,TRUE,FALSE
1064514012,A,5,yes,not very accurate,0.779571625,FALSE,TRUE,TRUE
1064514012,F,1,yes,not very accurate,0.779571625,FALSE,TRUE,FALSE
1064514012,K,6,yes,very accurate,0.779571625,TRUE,TRUE,FALSE
1146638447,A,3,yes,somewhat accurate,2.744069175,TRUE,TRUE,TRUE
1146638447,C,1,yes,not very accurate,2.744069175,FALSE,TRUE,TRUE
1146638447,G,4,yes,not very accurate,2.744069175,FALSE,TRUE,FALSE
1146638447,H,5,yes,not at all accurate,2.744069175,FALSE,TRUE,FALSE
1128417802,I,4,yes,not very accurate,0.670755324,FALSE,TRUE,FALSE
C1439814647,D,5,yes,somewhat accurate,1.138944304,TRUE,TRUE,TRUE
C1439814647,I,3,yes,somewhat accurate,1.138944304,TRUE,TRUE,FALSE
1092683773,H,4,yes,very accurate,0.713424454,TRUE,TRUE,FALSE
1092683773,I,2,yes,somewhat accurate,0.713424454,TRUE,TRUE,FALSE
C1439806151,B,4,yes,very accurate,1.273979362,TRUE,TRUE,TRUE
C1439806151,C,1,yes,very accurate,1.273979362,TRUE,TRUE,TRUE
C1439806151,E,6,yes,very accurate,1.273979362,TRUE,TRUE,TRUE
C1439806151,F,5,yes,very accurate,1.273979362,TRUE,TRUE,FALSE
C1439806151,G,3,yes,very accurate,1.273979362,TRUE,TRUE,FALSE
C1439806151,H,2,yes,very accurate,1.273979362,TRUE,TRUE,FALSE
1146238689,C,4,yes,not very accurate,0.91051971,FALSE,TRUE,TRUE
1146238689,G,5,yes,very accurate,0.91051971,TRUE,TRUE,FALSE
1133640884,A,3,yes,not at all accurate,0.60640639,FALSE,TRUE,TRUE
1133640884,B,6,yes,not very accurate,0.60640639,FALSE,TRUE,TRUE
1133640884,I,4,yes,not at all accurate,0.60640639,FALSE,TRUE,FALSE
1043764601,H,5,yes,not very accurate,1.206505825,FALSE,TRUE,FALSE
1043764601,I,6,yes,somewhat accurate,1.206505825,TRUE,TRUE,FALSE
1146265645,H,6,yes,somewhat accurate,0.710922453,TRUE,TRUE,FALSE
C1439817012,B,6,yes,somewhat accurate,1.165580495,TRUE,TRUE,TRUE
C1439817012,I,5,yes,somewhat accurate,1.165580495,TRUE,TRUE,FALSE
1146390969,J,5,yes,very accurate,0.783425055,TRUE,TRUE,FALSE
1097120112,C,1,yes,somewhat accurate,2.238105998,TRUE,TRUE,TRUE
1097120112,F,3,yes,very accurate,2.238105998,TRUE,TRUE,FALSE
1146162292,D,5,yes,somewhat accurate,0.689224711,TRUE,TRUE,TRUE
1146162292,J,2,yes,somewhat accurate,0.689224711,TRUE,TRUE,FALSE
1146162292,K,6,yes,very accurate,0.689224711,TRUE,TRUE,FALSE
1145525025,B,5,yes,very accurate,0.585836758,TRUE,TRUE,TRUE
1145525025,C,6,yes,very accurate,0.585836758,TRUE,TRUE,TRUE
1145525025,E,4,yes,very accurate,0.585836758,TRUE,TRUE,TRUE
1145525025,G,1,yes,very accurate,0.585836758,TRUE,TRUE,FALSE
1145525025,I,2,yes,very accurate,0.585836758,TRUE,TRUE,FALSE
1145525025,J,3,yes,very accurate,0.585836758,TRUE,TRUE,FALSE
1095146792,K,1,yes,somewhat accurate,0.783425055,TRUE,TRUE,FALSE
1141608203,A,6,yes,very accurate,0.783425055,TRUE,TRUE,TRUE
1141608203,B,2,yes,very accurate,0.783425055,TRUE,TRUE,TRUE
1141608203,C,4,yes,very accurate,0.783425055,TRUE,TRUE,TRUE
1141608203,F,1,yes,very accurate,0.783425055,TRUE,TRUE,FALSE
1141608203,G,3,yes,very accurate,0.783425055,TRUE,TRUE,FALSE
1141608203,H,5,yes,somewhat accurate,0.783425055,TRUE,TRUE,FALSE
1140086088,C,2,yes,very accurate,1.409167932,TRUE,TRUE,TRUE
1140086088,E,3,yes,very accurate,1.409167932,TRUE,TRUE,TRUE
1140086088,H,6,yes,very accurate,1.409167932,TRUE,TRUE,FALSE
1140086088,I,1,yes,very accurate,1.409167932,TRUE,TRUE,FALSE
1140086088,K,4,yes,very accurate,1.409167932,TRUE,TRUE,FALSE
1144222387,C,3,yes,not very accurate,0.783425055,FALSE,TRUE,TRUE
1146724476,C,1,yes,somewhat accurate,0.708267148,TRUE,TRUE,TRUE
1146724476,H,3,yes,somewhat accurate,0.708267148,TRUE,TRUE,FALSE
1146724476,I,5,yes,not very accurate,0.708267148,FALSE,TRUE,FALSE
C1439822528,H,1,yes,somewhat accurate,1.376965208,TRUE,TRUE,FALSE
C1439822528,K,6,yes,somewhat accurate,1.376965208,TRUE,TRUE,FALSE
1004127588,G,2,yes,somewhat accurate,1.28325595,TRUE,TRUE,FALSE
1004127588,I,1,yes,not very accurate,1.28325595,FALSE,TRUE,FALSE
1004127588,J,6,yes,not very accurate,1.28325595,FALSE,TRUE,FALSE
1138968488,F,3,yes,not very accurate,2.071379651,FALSE,TRUE,FALSE
1138968488,K,4,yes,somewhat accurate,2.071379651,TRUE,TRUE,FALSE
1100861029,C,6,yes,not at all accurate,0.60640639,FALSE,TRUE,TRUE
1100861029,F,1,yes,somewhat accurate,0.60640639,TRUE,TRUE,FALSE
1100861029,K,2,yes,very accurate,0.60640639,TRUE,TRUE,FALSE
C1439825784,C,5,yes,somewhat accurate,2.208909195,TRUE,TRUE,TRUE
C1439825784,K,6,yes,somewhat accurate,2.208909195,TRUE,TRUE,FALSE
1115583543,H,1,yes,somewhat accurate,0.585836758,TRUE,TRUE,FALSE
C1440201966,B,2,yes,not at all accurate,1.24338018,FALSE,TRUE,TRUE
C1440201966,K,3,yes,somewhat accurate,1.24338018,TRUE,TRUE,FALSE
1101734322,K,1,yes,very accurate,0.670755324,TRUE,TRUE,FALSE
1144713528,G,1,yes,somewhat accurate,0.652031943,TRUE,TRUE,FALSE
1064753613,K,6,yes,very accurate,0.665286979,TRUE,TRUE,FALSE
1133267531,E,5,yes,somewhat accurate,0.856062529,TRUE,TRUE,TRUE
1133267531,H,2,yes,somewhat accurate,0.856062529,TRUE,TRUE,FALSE
1133267531,I,1,yes,somewhat accurate,0.856062529,TRUE,TRUE,FALSE
1102185682,F,6,yes,very accurate,0.60640639,TRUE,TRUE,FALSE
C1440201692,C,4,yes,not at all accurate,0.83985232,FALSE,TRUE,TRUE
C1440201692,H,3,yes,not at all accurate,0.83985232,FALSE,TRUE,FALSE
C1440203285,C,1,yes,somewhat accurate,0.953474667,TRUE,TRUE,TRUE
C1440203285,E,2,yes,very accurate,0.953474667,TRUE,TRUE,TRUE
C1440203285,G,3,yes,very accurate,0.953474667,TRUE,TRUE,FALSE
C1440202073,B,3,yes,somewhat accurate,0.903452271,TRUE,TRUE,TRUE
1029811888,A,2,yes,not at all accurate,0.745208663,FALSE,TRUE,TRUE
1029811888,K,6,yes,somewhat accurate,0.745208663,TRUE,TRUE,FALSE
1144841418,C,2,yes,very accurate,1.053760494,TRUE,TRUE,TRUE
1144841418,H,5,yes,very accurate,1.053760494,TRUE,TRUE,FALSE
1144841418,I,6,yes,very accurate,1.053760494,TRUE,TRUE,FALSE
1144841418,K,3,yes,very accurate,1.053760494,TRUE,TRUE,FALSE
1083844200,B,1,yes,somewhat accurate,1.178934396,TRUE,TRUE,TRUE
1083844200,D,3,yes,somewhat accurate,1.178934396,TRUE,TRUE,TRUE
1083844200,G,5,yes,somewhat accurate,1.178934396,TRUE,TRUE,FALSE
C1440202981,E,4,yes,very accurate,0.712998013,TRUE,TRUE,TRUE
C1440202981,G,3,yes,somewhat accurate,0.712998013,TRUE,TRUE,FALSE
C1440202981,I,1,yes,somewhat accurate,0.712998013,TRUE,TRUE,FALSE
